docid	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprintdate	genres	subjects	locnum	oclc	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle
mdp.39015003684811	Frank, Waldo David	1889-1967.	1941.0	1941.0	s	1941	    	1941			PZ3.F8498Su	990552.0	390228	2	2.0	2.0			Summer never ends, | a modern love story | $c: [by] Waldo Frank.		True	Summer never ends, a modern love story
mdp.39015003929737	Gibbs, Philip	1877-1962.	1941.0	1941.0	s	1941	    	1941		World War, 1939-1945	PZ3.G354Lo	66284055.0	391185	1	1.0	1.0			The long alert, | a novel by Philip Gibbs.		True	The long alert, a novel by Philip Gibbs
mdp.39015016434683	Graves, Charles	1899-1971.	1941.0	1941.0	s	1941	    	1941		World War, 1939-1945	PZ3.G7833Th	1337708.0	393186	1	1.0	1.0			The thin blue line, | $c: by Charles Graves.		True	The thin blue line
uc1.b3834595	Cronin, A. J. (Archibald Joseph)	1896-1981.	1941.0	1941.0	s	1941	    	1941		Catholic Church|Missions|China		364263.0	395799	1	1.0	1.0			The keys of the kingdom / | $c: by A.J. Cronin.		True	The keys of the kingdom
mdp.39015034650435	Daly, Elizabeth	1878-	1941.0	1941.0	s	1941	    	1941			PZ3.D17744Mu	7565173.0	396303	1	1.0	1.0			Murders in volume 2 | $c: [by] Elizabeth Daly.		True	Murders in volume 2
mdp.39015013244879	Beebe, Ralph		1941.0	1941.0	s	1941	    	1941		War of 1812|History	PZ3.B39515Wh	1932419.0	429181	1	1.0	1.0			Who fought and bled | $c: [by] Ralph Beebe.		True	Who fought and bled
mdp.39015010915299	Bell, Thomas	1903-1961.	1941.0	1941.0	s	1941	    	1941			PZ3.B4153Ou	4608610.0	430774	1	3.0	1.0			Out of this furnace, | $c: by Thomas Bell.		True	Out of this furnace
uc1.b3711002	Bemelmans, Ludwig	1898-1962.	1941.0	1941.0	s	1941	    	1941			PS3503.E475D6 1941	2207348.0	431317	3	3.0	3.0			The donkey inside, | $c: by Ludwig Bemelmans, illustrated by the author.		True	The donkey inside
uc1.$b369097	Bemelmans, Ludwig	1898-1962.	1941.0	1941.0	s	1941	    	1941			PS3503.E475H6 1941	399971.0	431320	2	2.0	2.0			Hotel Splendide | $c: [by] Ludwig Bemelmans.		True	Hotel Splendide
mdp.39015004764422	Fisher, Vardis	1895-1968.	1941.0	1941.0	s	1941	    	1941		1816-1903|Bowers, Elley Orrum|History		1023406.0	432001	1	1.0	1.0			City of illusion; | a novel.		True	City of illusion; a novel
mdp.39015000620016	Greenwood, Robert	1897-	1941.0	1941.0	s	1941	    	1941			PZ3.G858Mi	3657924.0	432042	2	2.0	2.0			Mr. Bunting in peace and war, | $c: by Robert Greenwood.		True	Mr. Bunting in peace and war
mdp.39015031231569	Delafield, E. M	1890-1943.	1941.0	1941.0	s	1941	    	1941			PZ3.D3738N1	5360866.0	432142	2	2.0	2.0			No one now will know, | $c: by E. M. Delafield [pseud.]		True	No one now will know
mdp.39015031235032	Havighurst, Walter	1901-	1941.0	1941.0	s	1941	    	1941				37043417.0	435480	1	1.0	1.0			The winds of spring, | $c: by Walter Havighurst.		True	The winds of spring
uc1.$b87216	Dark, Eleanor	1901-	1941.0	1941.0	s	1941	    	1941		Phillip, Arthur|Philip, Arthur|1738-1814|History	PZ3.D24754Ti	1437605.0	438907	1	2.0	2.0			The timeless land, | $c: by Eleanor Dark.		True	The timeless land
mdp.39015066062566	Skidmore, Hubert	1909-1946.	1941.0	1941.0	s	1941	    	1941			PZ3.S62816Haw	1395314.0	449891	2	2.0	2.0			Hawk's Nest.		True	Hawk's Nest
uc1.$b85966	Bentley, Phyllis Eleanor	1894-1977.	1941.0	1941.0	s	1941	    	1941		History|18th century	PZ3.B4496Man2	1633917.0	471610	2	2.0	2.0			Manhold | $c: by Phyllis Bentley.		True	Manhold
uc1.b3125641	Berners, Gerald Hugh Tyrwhitt-Wilson, Baron	1883-1950.	1941.0	1941.0	s	1941	    	1941			PZ3.B45693Co	2948036.0	472279	2	2.0	2.0			Count Omega, | $c: by Lord Berners. With a frontispiece by the author.		True	Count Omega
mdp.39015020750231	Bowen, Elizabeth	1899-1973.	1941.0	1941.0	s	1941	    	1941			PZ3.B6738Lo2	2136045.0	472651	2	4.0	4.0			Look at all those roses, | short stories | $c: by Elizabeth Bowen.		True	Look at all those roses, short stories
mdp.39015013012367	Branson, Henry C		1941.0	1941.0	s	1941	    	1941			PZ3.B73853Il	6596937.0	474721	1	1.0	1.0			I'll eat you last ... | $c: by H. C. Branson.		True	I'll eat you last
mdp.39015031213617	Brush, Katharine	1902-1952.	1941.0	1941.0	s	1941	    	1941			PZ3.B8395Ym	2383501.0	476734	1	1.0	1.0			You go your way, | $c: by Katherine Brush.		True	You go your way
inu.39000005919464	Lowndes, Marion S		1941.0	1941.0	s	1941	    	1941		Folklore|Ghosts|United States	BF1461.L6	547216.0	477358	1	1.0	1.0			Ghosts that still walk, | real ghosts of America, | $c: illustrated by Warren Chappell.		True	Ghosts that still walk, real ghosts of America
mdp.39015030745718	Holmes, W. J. (Wilfred Jay)	1900-1986.	1941.0	1941.0	s	1941	    	1941		World War, 1939-1945	PZ3.H7388En	1418191.0	477926	1	1.0	1.0			Enemy sighted, | $c: by Alec Hudson [pseud.]		True	Enemy sighted
mdp.39015014502259	Jameson, Storm	1891-1986.	1941.0	1941.0	s	1941	    	1941				1138752.0	482113	2	2.0	2.0			Cousin Honoré, | $c: by Storm Jameson.		True	Cousin Honoré
uc1.$b56814	Jennings, John	1906-1973.	1941.0	1941.0	s	1941	    	1941	Bibliographies	History	PZ3.J4433Cal	1524149.0	482258	2	2.0	2.0			Call the new world, | $c: a novel by John Jennings.		True	Call the new world
mdp.39015011378877	De la Mare, Walter	1873-1956.	1941.0	1941.0	s	1941	    	1941	Bibliographies			1262383.0	485450	1	1.0	1.0			The picnic | and other stories, | $c: by Walter De La Mare.		True	The picnic and other stories
uc1.$b675118	Strachey, John	1901-1963.	1941.0	1941.0	s	1941	    	1941		Bombardment|London|England|Personal narratives, English|local|World War, 1939-1945	D760.8.L7S8	383518.0	490429	3	3.0	3.0			Digging for Mrs. Miller; | some experiences of an air-raid warden, | $c: by John Strachey.		True	Digging for Mrs. Miller; some experiences of an air-raid warden
mdp.39015000625262	Knight, Eric	1897-1943.	1941.0	1941.0	s	1941	    	1941		World War, 1939-1945	PZ3.K7438Th	3570505.0	536751	1	2.0	2.0			This above all, | $c: Eric Knight.		True	This above all
mdp.39015002219809	Lardner, Ring	1885-1933.	1941.0	1933.0	s	1941	    	1941			PZ3.L323Co	2664834.0	537146	1	1.0	1.0			The collected short stories of Ring Lardner.		True	The collected short stories of Ring Lardner
mdp.39015013248656	Mackenzie, Compton, Sir	1883-1972.	1941.0	1941.0	s	1941	    	1941			PZ3.M1974Re	3484439.0	539115	1	1.0	1.0			The red tapeworm, | $c: by Compton Mackenzie.		True	The red tapeworm
mdp.39015003345967	Ellsberg, Edward	1891-1983.	1941.0	1941.0	s	1941	    	1941	Biography	Jones, John Paul|1747-1792	PZ3.E4777Cap	284027.0	557226	3	3.0	3.0			Captain Paul, | $c: by Commander Edward Ellsberg.		True	Captain Paul
mdp.39015004706738	Day Lewis, C. (Cecil)	1904-1972.	1941.0	1941.0	s	1941	    	1941			PZ3.D3342Co	66777395.0	557948	1	1.0	1.0			The corpse in the snowman, | $c: Nicholas Blake [pseud.]		True	The corpse in the snowman
mdp.39015003349993	Engle, Paul	1908-1991.	1941.0	1941.0	s	1941	    	1941				1147262.0	558138	3	3.0	3.0			Always the land / | $c: Paul Engle.		True	Always the land
mdp.39015030851045	Bromfield, Louis	1896-1956.	1941.0	1941.0	s	1941	    	1941		History|Civil War, 1861-1865	PZ3.B7876Wi	279981.0	582527	2	2.0	2.0			Wild is the river, | $c: by Louis Bromfield.		True	Wild is the river
mdp.39015051143678	Buck, Pearl S. (Pearl Sydenstricker)	1892-1973.	1941.0	1941.0	s	1941	    	1941			PZ3.B8555To8	938323.0	586070	1	1.0	1.0			Today and forever, | stories of China | $c: [by] Pearl S. Buck.		True	Today and forever, stories of China
mdp.39015030853058	Burlingame, Roger	1889-1967.	1941.0	1941.0	s	1941	    	1941		Whitney, Eli|1765-1825	PZ7.B926Wh	1346367.0	587592	1	1.0	1.0			Whittling boy; | the story of Eli Whitney.		True	Whittling boy; the story of Eli Whitney
mdp.39015000627730	Kroll, Harry Harrison	1888-1967.	1941.0	1941.0	s	1941	    	1941			PZ3.K93Us	1801460.0	589445	1	1.0	1.0			The usurper, | $c: by Harry Harrison Kroll.		True	The usurper
mdp.39015030700184	La Farge, Christopher	1897-1956.	1941.0	1941.0	s	1941	    	1941			PZ3.L1287Wi	479400.0	591936	1	1.0	1.0			The Wilsons, | $c: by Christopher La Farge, illustrated by Robert Ball.		True	The Wilsons
mdp.39015046860774	Caldwell, Erskine	1903-1987.	1941.0	1941.0	s	1941	    	1941		Aerial views	E169.C17	419488.0	601045	2	2.0	2.0			Say, is this the U.S.A. / | $c: [by] Erskine Caldwell and Margaret Bourke-White.		True	Say, is this the U.S.A
uc1.b3826723	Cain, James M. (James Mallahan)	1892-1977.	1941.0	1941.0	s	1941	    	1941			PZ3.C11993Mi	2714770.0	622560	2	2.0	2.0			Mildred Pierce.		True	Mildred Pierce
mdp.39015030727997	Chase, Mary Ellen	1887-1973.	1941.0	1941.0	s	1941	    	1941			PZ3.C3901Wi	280594.0	625020	3	3.0	3.0			Windswept, | $c: by Mary Ellen Chase.		True	Windswept
uc1.b3687490	Carmer, Carl Lamson	1893-1976.	1941.0	1941.0	s	1941	    	1941		History	PZ3.C21165Ge	484841.0	625603	3	3.0	3.0			Genesee fever / | $c: by Carl Carmer.		True	Genesee fever
mdp.39015038070770	Carr, John Dickson	1906-1977.	1941.0	1941.0	s	1941	    	1941			PZ3.C2317De	1721671.0	625647	1	1.0	1.0			Death turns the tables.		True	Death turns the tables
mdp.39015048902749	McKay, Allis		1941.0	1941.0	s	1941	    	1941			PZ3.M1924Th	1598043.0	628878	1	1.0	1.0			They came to a river, | $c: by Allis McKay.		True	They came to a river
mdp.39015008837695	MacLennan, Hugh	1907-1990.	1941.0	1941.0	s	1941	    	1941		World War, 1914-1918	PZ3.M22399Bar	1162302.0	629431	1	1.0	1.0			Barometer rising | $c: [by] Hugh MacLennan.		True	Barometer rising
mdp.39015008922638	Mair, John	1914-	1941.0	1941.0	s	1941	    	1941			PZ3.M28245Ne2	8526522.0	629497	1	1.0	1.0			Never come back, | $c: John Mair.		True	Never come back
mdp.39015030756582	Longstreet, Stephen	1907-2002.	1941.0	1941.0	s	1941	    	1941			PZ3.L8662Go	1813700.0	629991	1	1.0	1.0			The golden touch, | $c: by Stephen Longstreet.		True	The golden touch
mdp.39015048847449	McCullers, Carson	1917-1967.	1941.0	1941.0	s	1941	    	1941	Psychological fiction			709921.0	631100	1	3.0	2.0			Reflections in a golden eye, | $c: by Carson McCullers.		True	Reflections in a golden eye
uc1.$b106208	Maugham, W. Somerset, (William Somerset)	1874-1965.	1941.0	1941.0	s	1941	    	1941				7561211.0	631845	1	1.0	1.0			Up at the villa / | $c: W. Somerset Maugham.		True	Up at the villa
mdp.39015058394142	Marting, Ruth Lenore	1907-	1941.0	1941.0	s	1941	    	1941			PZ3.M36726Sm	13728873.0	632214	1	1.0	1.0			The smiling corpse.		True	The smiling corpse
uc1.$b242682	Masefield, John	1878-1967.	1941.0	1941.0	s	1941	    	1941		History	PZ3.M377Co	2775500.0	632928	1	1.0	1.0			Conquer, | a tale of the Nika rebellion in Byzantium, | $c: by John Masefield.		True	Conquer, a tale of the Nika rebellion in Byzantium
mdp.39015005783215	Marsh, Ngaio	1895-1982.	1941.0	1941.0	s	1941	    	1941				6523587.0	634634	1	1.0	1.0			Death at the bar ...		True	Death at the bar
mdp.39015037392647	Morgan, Charles	1894-1958.	1941.0	1941.0	s	1941	    	1941			PZ3.M8194Em	291850.0	670992	2	2.0	2.0			The empty room, | $c: by Charles Morgan ...		True	The empty room
mdp.39015028774001	Nathan, Robert	1894-1985.	1941.0	1941.0	s	1941	    	1941		Legends and stories|Dogs		289371.0	672975	2	2.0	2.0			Tapiola's brave regiment, | $c: by Robert Nathan, illustrated by Kurt Wiese.		True	Tapiola's brave regiment
mdp.39015032324264	Neihardt, John Gneisenau	1881-1973.	1941.0	1941.0	s	1941	    	1941		Smith, Jedediah Strong|1799-1831|Poetry	PS3527.E35S62 1941	1525866.0	673226	1	1.0	1.0			The song of Jed Smith, | $c: by John G. Neihardt.		True	The song of Jed Smith
mdp.39015014453529	Newhouse, Edward	1911-	1941.0	1941.0	s	1941	    	1941			PZ7.N4795An	2032784.0	673413	1	1.0	1.0			Anything can happen.		True	Anything can happen
mdp.39015063979416	Schee, Oran Favelle	1905-	1941.0	1941.0	s	1941	    	1941			PZ3.S3158Can	3526357.0	779819	1	1.0	1.0			Cantina, | $c: by Kim Schee, illustrated by Carl Critz.		True	Cantina
mdp.39015020087329	Jordan, Elizabeth Garver	1867-1947.	1941.0	1941.0	s	1941	    	1941			PZ3.J763Far	1742525.0	779850	1	1.0	1.0			Faraway island, | $c: by Elizabeth Jordan.		True	Faraway island
mdp.39015067084452	Sensenig, Heber		1941.0	1941.0	s	1941	    	1941			PZ3.S4781San	34196912.0	780046	1	1.0	1.0			The sanctuary, | a novel, | $c: by Heber Sensenig.		True	The sanctuary, a novel
mdp.39015063550084	Goodrich, Marcus	1897-	1941.0	1941.0	s	1941	    	1941		United States|Navy	PZ3.G6257De	284664.0	780057	3	3.0	3.0			Delilah, | $c: by Marcus Goodrich, with decorations by Earle Winslow.		True	Delilah
uc1.b3124711	Michie, Allan A. (Allan Andrew)	1915-	1941.0	1941.0	r	1941	    	1941		Personal narratives, British|World War, 1939-1945	D811.A2M5 1941	599855.0	805949	2	2.0	2.0			Their finest hour, | first-hand narratives of the war in England, | $c: edited by Allan A. Michie and Walter Graebner.		True	Their finest hour, first-hand narratives of the war in England
uc1.$b42151	Feuchtwanger, Lion	1884-1958.	1941.0	1941.0	s	1941	    	1941		Personal narratives, German|Prisoners and prisons, French|World War, 1939-1945	D805.F8F42	372878.0	809385	3	3.0	3.0			The devil in France, | my encounter with him in the summer of 1940, | $c: by Lion Feuchtwanger, translated from the German by Elisabeth Abbott.		True	The devil in France, my encounter with him in the summer of 1940
mdp.39015031914040	White, William Lindsay	1900-1973.	1941.0	1941.0	s	1941	    	1941		Personal narratives, American|Great Britain|World War, 1939-1945	D811.5.W49	1311185.0	809933	3	4.0	4.0			Journey for Margaret.		True	Journey for Margaret
mdp.39015027338238	Lania, Leo	1896-1961.	1941.0	1941.0	s	1941	    	1941		France|Concentration camps|Personal narratives, Austrian|World War, 1939-1945	D811.5.H47	587805.0	809939	1	1.0	1.0			The darkest hour; | adventures and escapes | $c: by Leo Lania [pseud.] with an introduction by Edgar Ansel Mowrer.		True	The darkest hour; adventures and escapes
mdp.39015027338022	Lomnitz, Alfred		1941.0	1941.0	s	1941	    	1941		Prisoners and prisons, British|World War, 1939-1945	D805.G7L6	2220009.0	809995	1	1.0	1.0			"""Never mind, Mr. Lom!"" or, The uses of Adversity, with illustrations by the author."		True	"""Never mind, Mr. Lom!"" or, The uses of Adversity, with illustrations by the author"
uc1.b4055763	Habe, Hans	1911-1977.	1941.0	1941.0	s	1941	    	1941		Personal narratives, German|Prisoners and prisons, German|World War, 1939-1945	D811.H1813 1941	700084.0	810176	3	3.0	3.0			A thousand shall fall.		True	A thousand shall fall
mdp.39015031918884	Poli͡akov, A. (Aleksandr)	1908?-1942	1941.0	1941.0	s	1941	    	1941		Personal narratives, Russian|Pictorial works|Soviet Union|World War, 1939-1945	D811.P62	9313739.0	810296	1	1.0	1.0			With a Soviet unit through the Nazi lines | $c: [by] A. Polyakov. Published by authority of Soviet war news, issued by the Press department of the Soviet embassy in London.		True	With a Soviet unit through the Nazi lines
uc1.$b675966	Casey, Robert J. (Robert Joseph)	1890-1962.	1941.0	1941.0	|	1941	||||	1941		Personal narratives, American|World War, 1939-1945		615193.0	810623	3	3.0	3.0			I can't forget; | personal experiences of a war correspondent in France, Luxembourg, Germany, Belgium, Spain and England | $c: [by] Robert J. Casey.		True	I can't forget; personal experiences of a war correspondent in France, Luxembourg, Germany, Belgium, Spain and England
mdp.39015073390778	Mannin, Ethel	1900-1984.	1941.0	1941.0	s	1941	    	1941		1869-1940|Goldman, Emma	PZ3.M3198Re	37267964.0	839700	1	1.0	1.0			Red Rose : | a novel based on the life of Emma Goldman ('Red Emma') / | $c: Ethel Mannin.		True	Red Rose : a novel based on the life of Emma Goldman ('Red Emma')
mdp.39015047752699	Di Gioia, Giuseppe		1941.0	1941.0	s	1941	    	1941		1922-1945|History	PZ3 .D5686 SW	11474193.0	845157	1	1.0	1.0			Swift are the shadows, | $c: by Giuseppe Di Gioia.		True	Swift are the shadows
uc1.b3143008	Meller, Sidney		1941.0	1941.0	s	1941	    	1941			PZ8.M4883He	1739566.0	870557	2	2.0	2.0			Home is here, | $c: by Sidney Meller.		True	Home is here
mdp.39015073372958	Kataev, Valentin	1897-1986.	1941.0	1941.0	s	1941	    	1941		History|Revolution, 1917-1921|German occupation, 1941-1944|History	MLCS 83/7746 (P)	12496888.0	942694	1	2.0	2.0			Semyon Kotko / | $c: Valentin Katayev ; translated from the Russian by B. Kagan.		True	Semyon Kotko
mdp.39015007047585	Alsop, Gulielma Fell	b. 1881.	1941.0	1941.0	s	1941	    	1941	Bibliographies	Women|Employment|Conduct of life|Health and hygiene	HD6053.A55	403570.0	952979	1	1.0	1.0			She's off to work : | a guide to successful earning and living / | $c: by Gulielma Fell Alsop and Mary Frances McBride.		True	She's off to work : a guide to successful earning and living
mdp.39015030931474	Fadiman, Clifton	1904-1999.	1941.0	1941.0	s	1941	    	1941		Literature|Collections	PN6014.F25	225142.0	1013606	2	4.0	4.0			Reading I've liked; | a personal selection drawn from two decades of reading and reviewing, presented with an informal prologue and various commentaries, | $c: by Clifton Fadiman.		True	Reading I've liked; a personal selection drawn from two decades of reading and reviewing, presented with an informal prologue and various commentaries
mdp.39015031010872	Pugh, Cynthia Ann	1883-	1941.0	1941.0	s	1941	    	1941		Short stories	PZ1.P964Bo2	1387642.0	1013634	2	2.0	2.0			A book of short stories,		True	A book of short stories
mdp.39015024470927	Deland, Margaret Wade Campbell	1857-1945.	1941.0	1941.0	s	1941	    	1941			PS1533.A4 1941	697636.0	1020716	2	2.0	2.0			Golden yesterdays,		True	Golden yesterdays
mdp.39015008983291	MacInnes, Helen	1907-1985.	1941.0	1941.0	s	1941	    	1941			PZ3PS3525.A24573A2	1739526.0	1028827	1	2.0	2.0			Above suspicion.		True	Above suspicion
mdp.39015000613995	Prokosch, Frederic	1908-1989.	1941.0	1941.0	s	1941	    	1941			PS3531.R78A8	562209.0	1029198	2	2.0	2.0			The Asiatics : | a novel / | $c: with an introduction by Carl van Doren.		True	The Asiatics : a novel
uc1.b4087563	O'Hara, Mary		1941.0	1941.0	s	1941	    	1941			PZ3.O36793My	4473550.0	1029516	1	1.0	1.0			My friend Flicka.		True	My friend Flicka
uc1.b4051460	Alegría, Ciro	1909-1967.	1941.0	1941.0	s	1941	    	1941			PZ3.A3665Br	543616.0	1049554	2	3.0	3.0			Broad and alien is the world, | $c: by Ciro Alegría, translated from the Spanish by Harriet de Onís.		True	Broad and alien is the world
inu.32000009149842	Hilton, James	1900-1954.	1941.0	1941.0	s	1941	    	1941				365054.0	1112430	1	2.0	2.0			Random harvest / | $c: James Hilton.		True	Random harvest
uc1.$b244231	Gallico, Paul	1897-1976.	1941.0	1941.0	s	1941	    	1941		Dunkirk, Battle of, Dunkerque, France, 1940	PZ3.G13586Sn	284978.0	1112530	2	3.0	3.0			The snow goose, | $c: by Paul Gallico.		True	The snow goose
mdp.39015008386974	Koestler, Arthur	1905-1983.	1941.0	1941.0	r	1941	    	1941		Moscow Trials, Moscow, Russia, 1936-1937|1925-1953|Revolution, 1917-1921|History	PZ3.K8194Da2	377072.0	1112937	4	6.0	5.0			Darkness at noon, | $c: by Arthur Koestler, translated by Daphne Hardy.		True	Darkness at noon
mdp.39015030041852	Wolfe, Thomas	1900-1938.	1941.0	1938.0	s	1941	    	1941	Publishers' advertisements		PS3545.O337H54 1941	291037.0	1113298	1	3.0	2.0			The hills beyond / | $c: Thomas Wolfe ; with a note on Thomas Wolfe by Edward C. Aswell.		True	The hills beyond
uc1.$b244843	Sitwell, Osbert	1892-1969.	1941.0	1941.0	s	1941	    	1941			PZ 3	2017266.0	1185819	2	2.0	2.0			Open the door! | A volume of stories, | $c: by Osbert Sitwell.		True	Open the door! A volume of stories
mdp.39015038908235	Stegner, Wallace Earle	1909-1993.	1941.0	1941.0	s	1941	    	1941			PS 3537 T235F52 1941	2867811.0	1186282	1	1.0	1.0			Fire and ice.		True	Fire and ice
mdp.39015041831853	Stewart, George Rippey	1895-1980.	1941.0	1941.0	s	1941	    	1941			PS3537.T4832S7	631575.0	1186512	1	2.0	2.0			Storm.		True	Storm
mdp.39015000532021	Stewart, J. I. M. (John Innes Mackintosh)	1906-1994.	1941.0	1941.0	s	1941	    	1941			PZ3.S85166Ap2	67226951.0	1186515	1	1.0	1.0			Appleby on Ararat,		True	Appleby on Ararat
mdp.39015030714219	Swinnerton, Frank	1884-1982.	1941.0	1941.0	s	1941	    	1941			PR 6037 W77F74 1941	1398610.0	1186819	2	2.0	2.0			The fortunate lady; | a dramatic chronicle.		True	The fortunate lady; a dramatic chronicle
mdp.39015030717584	Walpole, Hugh, Sir	1884-1941.	1941.0	1941.0	s	1941	    	1941			PZ3.W1655BiPR6045.A34B5	1344065.0	1187867	2	2.0	2.0			The blind man's house / | $c: Hugh Walpole.		True	The blind man's house
mdp.39015052559187	Warner, Rex	1905-1986.	1941.0	1941.0	s	1941	    	1941			PZ3.W2466Ac	1266248.0	1187921	1	5.0	3.0			The aerodrome; | a love story.		True	The aerodrome; a love story
mdp.39015031306254	Watkin, Lawrence Edward	1901-1981.	1941.0	1941.0	s	1941	    	1941			PZ3.W322Gen	4333364.0	1187977	1	1.0	1.0			Gentleman from England		True	Gentleman from England
mdp.39015053239581	Wells, H. G. (Herbert George)	1866-1946.	1941.0	1941.0	s	1941	    	1941			PR5774.Y6 1941	716952.0	1188116	1	1.0	1.0			You can't be too careful : | a sample of life 1901-1951.		True	You can't be too careful : a sample of life 1901-1951
mdp.39015066059935	Stein, Gertrude	1874-1946.	1941.0	1941.0	s	1941	    	1941			PZ3.S8194Id	477284.0	1194572	1	1.0	1.0			Ida, | a novel.		True	Ida, a novel
uc1.b3569284	Tarkington, Booth	1869-1946.	1941.0	1941.0	s	1941	    	1941			PZ3.T175Fi	796667.0	1194692	3	3.0	3.0			The fighting Littles.		True	The fighting Littles
uc1.$b105942	Tarkington, Booth	1869-1946.	1941.0	1941.0	s	1941	    	1941			PZ3.T175He	175000.0	1194693	3	3.0	3.0			The heritage of Hatcher Ide.		True	The heritage of Hatcher Ide
uc1.$b103261	Wolff, Maritta	1918-2002.	1941.0	1941.0	s	1941	    	1941		Depressions|Criminals|City and town life		260167.0	1194995	2	3.0	3.0			Whistle stop / | $c: Maritta M. Wolff.		True	Whistle stop
mdp.39015004102953	Woolf, Virginia	1882-1941.	1941.0	1941.0	s	1941	    	1941		Production and direction|Pageants	PR6045.O72B42 1941 (Rare bk. Coll.)	33050078.0	1194999	1	3.0	2.0			Between the acts.		True	Between the acts
mdp.39015008911979	Aragon	1897-1982.	1941.0	1941.0	s	1941	    	1941			PQ2601.R2V613	1142059.0	1203211	3	3.0	3.0			The Century was young / | $c: translated by Hannah Josephson.		True	The Century was young
uc1.$b80872	Martin du Gard, Roger	1881-1958.	1941.0	1941.0	s	1941	    	1941			PZ3.M3665Su	4791621.0	1225327	1	1.0	1.0			Summer, 1914 | [by] Roger Martin du Gard, | $c: translated by Stuart Gilbert.		True	Summer, 1914 [by] Roger Martin du Gard
mdp.39015005887842	Lin, Yutang	1895-1976.	1941.0	1941.0	s	1941	    	1941		1937-1945|History	PZ3.L6367Le	366296.0	1232054	2	2.0	2.0			A leaf in the storm, | a novel of war-swept China.		True	A leaf in the storm, a novel of war-swept China
mdp.39015005551323	Chickering, William H (William Henry)	1916-1945.	1941.0	1941.0	s	1941	    	1941		Kings and rulers|1728-1779|Vancouver, George|1757-1798|Cook, James	DU625.C5	2705700.0	1261335	2	2.0	2.0			Within the sound of these waves, | the story of the kings of Hawaii island, containing a full account of the death of Captain Cook, together with the Hawaiian adventures of George Vancouver and sundry other mariners, | $c: by William H. Chickering; illustrations by John Kelly.		True	Within the sound of these waves, the story of the kings of Hawaii island, containing a full account of the death of Captain Cook, together with the Hawaiian adventures of George Vancouver and sundry other mariners
mdp.39015062213007	Baerlein, Henry	1875-1960.	1941.0	1941.0	s	1941	    	1941		Voyages and travels	G463.B12	36719423.0	1271100	1	1.0	1.0			Travels without a passport.		True	Travels without a passport
mdp.39015028519695	Warfel, Harry R. (Harry Redcay)	1899-1971.	1941.0	1941.0	s	1941	    	1941		Local color in literature|Short stories, American		1188060.0	1370571	3	4.0	3.0			American local-color stories, | $c: edited, with an introduction, by Harry R. Warfel ... and G. Harrison Orians ...		True	American local-color stories
mdp.39015005001063	Shute, Nevil	1899-1960.	1941.0	1941.0	s	1941	    	1942			PZ3.N83Pi	37308318.0	1376161	1	1.0	1.0			Pied piper,		True	Pied piper
mdp.39015000545106	Perry, George Sessions	1910-1956.	1941.0	1941.0	s	1941	    	1941			PZ3.P48255Ho	991110.0	1376485	2	2.0	2.0			Hold autumn in your hand.		True	Hold autumn in your hand
mdp.39015002711557	Powys, Llewelyn	1884-1939.	1941.0	1939.0	s	1941	    	1941			PR6031.O87	657445.0	1376860	1	1.0	1.0			Love and death; | an imaginary autobiography | $c: [by] Llewelyn Powys.		True	Love and death; an imaginary autobiography
mdp.39015017644900	Reilly, Helen (Kieran)		1941.0	1941.0	s	1941	    	1941			PZ3.R2757Mo	3519813.0	1377192	1	1.0	1.0			Mourned on Sunday,		True	Mourned on Sunday
mdp.39015046833086	pseud. Richardson, Henry Handel		1941.0	1941.0	s	1941	    	1941			PZ3.R3939F6PR6035.I354F6 1941	818682.0	1377266	2	3.0	3.0			The fortunes of Richard Mahony, | $c: with a foreword by Sinclair Lewis.		True	The fortunes of Richard Mahony
mdp.39015002718677	Roberts, Elizabeth Madox	1881-1941.	1941.0	1941.0	s	1941	    	1941	Short stories		PS3535.O172N6	1849870.0	1377384	2	2.0	2.0			Not by strange gods : | stories.		True	Not by strange gods : stories
mdp.39015002741448	Roberts, S. C. (Sydney Castle)	1887-1966.	1941.0	1941.0	s	1941	    	1941		University of Cambridge|Beerbohm, Max|Parodies, imitations, etc|1872-1956|Anecdotes, facetiae, satire, etc|Zuleika Dobson	PR6003.E4Z425	1713101.0	1377396	1	1.0	1.0			Zuleika in Cambridge / | $c: by S. C. Roberts.		True	Zuleika in Cambridge
mdp.39015002758707	Hull, Richard	1896-1973.	1941.0	1941.0	s	1941	    	1941			PZ3.S188Be	8731357.0	1377773	1	1.0	1.0			Beyond reasonable doubt		True	Beyond reasonable doubt
mdp.39015002755034	Saxton, Mark		1941.0	1941.0	s	1941	    	1941			PZ3.S2736Br	9874404.0	1377901	1	1.0	1.0			The broken circle,		True	The broken circle
mdp.39015031301941	Sheean, Vincent	1899-1975.	1941.0	1941.0	s	1941	    	1941			PZ3.S5413Bi	1244025.0	1378251	1	1.0	1.0			Bird of the wilderness, | $c: a novel by Vincent Sheean.		True	Bird of the wilderness
mdp.39015008595988	Rees, John Llewelyn	d 1940.	1941.0	1941.0	s	1941	    	1941		World War, 1939-1945	PZ3.R2564En2	3313272.0	1398889	1	1.0	1.0			England is my village		True	England is my village
