docid	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprintdate	genres	subjects	locnum	oclc	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle
uc1.b4084790	Schorer, Mark	1908-1977.	1941.0	1941.0	s	1941	    	1941			PZ3.S375He	2575581.0	1399009	3	3.0	3.0			The hermit place, | a novel		True	The hermit place, a novel
mdp.39015029750562	Seredy, Kate		1941.0	1941.0	r	1941	1941	1941				1400075.0	1417235	1	1.0	1.0			A tree for Peter, | $c: written and illustrated by Kate Seredy.		True	A tree for Peter
uc1.32106008827997	Welty, Eudora	1909-2001.	1941.0	1941.0	s	1941	    	1941		Short stories|American		794401.0	1417649	5	7.0	6.0			A curtain of green, and other stories		True	A curtain of green, and other stories
uc1.b4087799	Malcolmson, Anne Burnett	1910-	1941.0	1941.0	s	1941	    	1941		United States|Tales		168311.0	1417829	1	1.0	1.0			Yankee Doodle's cousins | $c: [by] Anne Malcolmson, illustrated by Robert McCloskey.		True	Yankee Doodle's cousins
uc1.$b244849	Sitwell, Osbert	1892-1969.	1941.0	1941.0	s	1941	    	1941			PZ3.S625Pl	676276.0	1419446	1	1.0	1.0			A place of one's own, | by Osbert Sitwell.		True	A place of one's own, by Osbert Sitwell
uc1.b4110241	Chittick, V. L. O (Victor Lovitt Oakes)	1882-1972.	1941.0	1941.0	s	1941	    	1941	Bibliographies	United States|Frontier and pioneer life|Tales	PZ1.C45Ri	3593327.0	1441716	1	1.0	1.0			Ring-tailed roarers; | tall tales of the American frontier, 1830-60, | $c: edited with an introduction by V. L. O. Chittick, wood engravings by Lloyd J. Reynolds.		True	Ring-tailed roarers; tall tales of the American frontier, 1830-60
mdp.39015010348038	Darwin, Bernard	1876-1961.	1941.0	1941.0	s	1941	    	1941		English literature	PR1109.D27	5696023.0	1441744	1	1.0	1.0			At odd moments;		True	At odd moments;
mdp.39015053247410	Frederick, John T. (John Towner)	1893-1975.	1941.0	1941.0	s	1941	    	1941		Short stories	PZ1.F877Pr	848541.0	1441794	2	2.0	2.0			Present-day stories, | $c: selected by John T. Frederick.		True	Present-day stories
mdp.39015012155902	Pinchon, Edgcumb	b. 1883.	1941.0	1941.0	s	1941	    	1941		Revolution, 1910-1920|History|1879-1919|Zapata, Emiliano	F 1234 Z35P64 1941	824226.0	1446128	1	1.0	1.0			Zapata, the unconquerable.		True	Zapata, the unconquerable
mdp.39015070325884	Sanderson, Ivan Terence	1911-1973.	1941.0	1941.0	s	1941	    	1941		Zoological specimens|Collection and preservation|Tropics|Natural history	QL62.S3	190912.0	1498836	1	1.0	1.0			Living treasure / | $c: with thirty-two illustrations by the author.		True	Living treasure
uc1.31822013290929	Haig-Brown, Roderick Langmere	1908-1976.	1941.0	1941.0	s	1941	    	1941		Chinook salmon|Salmon		599951.0	1503426	2	3.0	2.0			Return to the river; | a story of the Chinook run, | $c: by Roderick L. Haig-Brown, with illustrations by Charles DeFeo		True	Return to the river; a story of the Chinook run
mdp.39015067116254	Buck, Frank	1882-	1941.0	1941.0	|	1941	||||	1941				406534.0	1509712	1	1.0	1.0			All in a lifetime, | $c: by Frank Buck, with Ferrin Fraser.		True	All in a lifetime
uc1.b4098904	White, Anne Terry		1941.0	1941.0	s	1941	    	1941		Archaeology|Excavations (Archaeology)|History|Extinct cities|Civilization, Ancient	CC165.W5	10863191.0	1603818	3	3.0	3.0			Lost worlds; adventures in archaeology,		True	Lost worlds; adventures in archaeology
mdp.39015030712056	[Sinclair, Kathleen Henrietta (Nash-Webber)]	1905-	1941.0	1941.0	s	1941	    	1941				1882524.0	1774734	1	1.0	1.0			Walking the whirlwind.		True	Walking the whirlwind
mdp.39015002608654	Stout, Rex	1886-1975.	1941.0	1941.0	s	1941	    	1941				3798308.0	1775161	1	1.0	1.0			The broken vase, | a Tecumseh Fox mystery, | $c: by Rex Stout.		True	The broken vase, a Tecumseh Fox mystery
miun.ahq2748.0001.001	Wodehouse, P. G., (Pelham Grenville)	1881-1975.	1941.0	1941.0	s	1941	    	1941					1776183	1	1.0	1.0			Big money, / | $c: by P.G. Wodehouse.		True	Big money
mdp.39015030010725	Hornborg, Harald	1890-	1941.0	1941.0	s	1941	    	1941		tr|Larsson, Gösta		4661752.0	1787618	2	2.0	2.0			Passion and the sword, | $c: by Harald Hornborg, translated from the Swedish by Gösta Larsson.		True	Passion and the sword
mdp.39015028359852	Przerwa-Tetmajer, Kazimierz	1865-1940.	1941.0	1940.0	r	1941	1941	1941				6098616.0	1853001	2	4.0	4.0			Tales of the Tatras, | $c: by Kazimierz Przerwa-Tetmajer.		True	Tales of the Tatras
mdp.39015030694742			1941.0	1941.0	s	1941	    	1941		Japanese literature|Translations from Japanese|English literature|Translations into English		5151007.0	1854768	1	1.0	1.0			Young forever, and five other novelettes, | $c: by contemporary Japanese authors; translated into English by members of the Japan writers' society.		True	Young forever, and five other novelettes
mdp.39015032019518	Nordhoff, Charles	1887-1947.	1941.0	1941.0	s	1941	    	1941		History|New South Wales|History	PZ3.N764Bm	290079.0	1910470	3	4.0	4.0			Botany Bay, | $c: by Charles Nordhoff and James Norman Hall.		True	Botany Bay
mdp.39015002741620	Roberts, Walter Adolphe	1886-1962.	1941.0	1941.0	s	1941	    	1941				1811752.0	1911130	1	1.0	1.0			The pomegranate, | $c: by W. Adolphe Roberts.		True	The pomegranate
uc1.$b86236	Almedingen, E. M. (Edith Martha)	1898-	1941.0	1941.0	s	1941	    	1941		1898-1971|Personal narratives|History|Revolution, 1917-1921|(Edith Martha)|Almedingen, E. M|Personal narratives|History	DK265.A54	643179.0	2173585	1	3.0	3.0			Tomorrow will come,		True	Tomorrow will come
mdp.39015008412648	Marsh, Ngaio	1895-1982.	1941.0	1941.0	s	1941	    	1941			PZ3.M	3572638.0	2870349	1	1.0	1.0			The nursing-home murder, | $c: by Ngaio Marsh and Dr. H. Jellett.		True	The nursing-home murder
mdp.39015002190679	Welty, Eudora	1909-2001.	1941.0	1941.0	s	1941	    	1941			PZ3.W4696Cu	1916648.0	2885366	1	1.0	1.0			A curtain of green / | $c: with an introduction by Katherine Anne Porter.		True	A curtain of green
mdp.39015031220992	Short, Raymond W. (Raymond Wright)	1903-	1941.0	1941.0	s	1941	    	1941	Bibliographies	Short stories	PZ1.S557Sh	396820.0	2890111	2	2.0	2.0			Short stories for study, | an anthology, | $c: by Raymond W. Short ... and Richard B. Sewall.		True	Short stories for study, an anthology
mdp.39015030730850	Steen, Marguerite		1941.0	1941.0	s	1941	    	1941		Slave-trade		20498824.0	2934183	2	2.0	2.0			The sun is my undoing : | a novel / | $c: by Marguerite Steen.		True	The sun is my undoing : a novel
mdp.39015037774497	Woolrich, Cornell	1903-1968.	1941.0	1941.0	s	1941	    	1941				7822613.0	3078930	1	1.0	1.0			The black curtain / | $c: by Cornell Woolrich.		True	The black curtain
mdp.39015071197217	Kruithof, Bastian		1941.0	1941.0	s	1941	    	1941		Dutch Americans|Michigan|Holland|History	PZ3.K939In	2711266.0	3109109	1	1.0	1.0			Instead of the thorn | $c: [by] Bastian Kruithof.		True	Instead of the thorn
mdp.39015071614213	Pellowe, William C. S. (William Charles Smithson)	b. 1890.	1941.0	1941.0	s	1941	    	1941				12010239.0	3149379	1	1.0	1.0			The sky lines of paradise / | $c: by William C. S. Pellowe.		True	The sky lines of paradise
mdp.39015071556107	Jackson, Harold Charles Le Baron	1894-1954.	1941.0	1941.0	s	1941	    	1941		Social life and customs|History		14936690.0	3149419	1	1.0	1.0			The paper bag, and other stories / | $c: by H.C.L. Jackson ; illustrations by Arch H. Lewis.		True	The paper bag, and other stories
uc1.$b63788	Slade, Caroline	1886-1975.	1941.0	1941.0	s	1941	    	1941			PZ3.S6303Jo	1541118.0	3161004	2	2.0	2.0			Job's house.		True	Job's house
mdp.39015049653648	Curtis, Anna L (Anna Louise)	b. 1882.	1941.0	1941.0	s	1941	    	1941		Underground Railroad|United States|Fugitive slaves	E450.C94	10334621.0	3521703	1	1.0	1.0			Stories of the underground railroad / | $c: by Anna L. Curtis ; foreword [by] Rufus M. Jones ; illustrated by William Brooks.		True	Stories of the underground railroad
mdp.39015008689393	Mann, Thomas	1875-1955.	1941.0	1941.0	s	1941	    	1941			PZ3.M3184Tr	1043954.0	3594963	1	1.0	1.0			The transposed heads, | a legend of India, | $c: by Thomas Mann; translated from the German by H. T. Lowe-Porter.		True	The transposed heads, a legend of India
uc1.$b86125	Blake, William J. (William James)	1894-1968.	1941.0	1941.0	s	1941	    	1941		History|Civil War, 1861-1865		2566470.0	4286740	1	1.0	1.0			The Copperheads, / | $c: by William Blake [pseud.]		True	The Copperheads
uc1.$b102235	Marquand, John P. (John Phillips)	1893-1960.	1941.0	1941.0	s	1941	    	1941			PZ3.M34466H2PS3525.A6695	11755455.0	4482979	1	3.0	3.0			H.M. Pulham, esquire, | $c: by John P. Marquand.		True	H.M. Pulham, esquire
mdp.49015002569300	Carr, John Dickson	1906-1977.	1941.0	1941.0	s	1941	    	1941			PZ3.C2317Car	706027850.0	4542945	1	1.0	1.0			The case of the constant suicides / | $c: John Dickson Carr.		True	The case of the constant suicides
mdp.39015073391396	Burton, Thomas	1907-2002.	1941.0	1941.0	s	1941	    	1941			PZ3.B9573Bl	1726239.0	4764335	1	1.0	1.0			Bloodbird : | a novel / | $c: by Thomas Burton.		True	Bloodbird : a novel
mdp.39015060646547	Coleman, Fred		1941.0	1941.0	s	1941	    	1941				8618689.0	4966920	1	1.0	1.0			White magic : | adventures in search of oil and a kidnapped exploreer in New Guinea / | $c: by Fred Coleman.		True	White magic : adventures in search of oil and a kidnapped exploreer in New Guinea
uc1.$b102690	Gessner, Robert	1907-1968.	1941.0	1941.0	s	1941	    	1941				3968261.0	5065795	1	1.0	1.0			Here is my home / | $c: by Robert Gessner.		True	Here is my home
wu.89094318573	Edwards, E. J. (Edward J.)	1904-	1941.0	1941.0	s	1941	    	1941		Missions|Philippines		1219382.0	5797781	1	2.0	2.0			Thy people, my people.		True	Thy people, my people
wu.89047141791	Kitchen, Fred		1941.0	1941.0	r	1941	1941	1941		Farm life	S521.K53 1941	3216228.0	5798609	1	1.0	1.0			Life on the land, | $c: by Fred Kitchen.		True	Life on the land
uc1.$b42135	Leske, Gottfried	1913-	1941.0	1941.0	s	1941	    	1941		Personal narratives, German|Aerial operations|World War, 1939-1945	D787.L45	2216808.0	5907460	1	1.0	1.0			I was a nazi flier, | $c: by Gottfried Leske.  Edited by Curt Riess.		True	I was a nazi flier
inu.39000003568255	Bailey, Bernadine	1901-1995.	1941.0	1941.0	s	1941	    	1941		Lincoln, Sara Bush Johnston|1809-1865|1788-1869|Lincoln, Abraham	E457.32.B2	1374243.0	5995269	1	1.0	1.0			Abe Lincoln's other mother : | the story of Sarah Bush Lincoln / | $c: by Bernadine Bailey ; illustrated by Howard Simon.		True	Abe Lincoln's other mother : the story of Sarah Bush Lincoln
inu.39000000390059	Richardson, Maurice Lane	1907-	1941.0	1941.0	s	1941	    	1941		History|Bombardment, 1940-1945|Britain, Battle of, Great Britain, 1940		10037710.0	6024804	1	1.0	1.0			London's burning / | $c: by Maurice L. Richardson.		True	London's burning
inu.32000014240032	Ayling, Keith	b. 1898.	1941.0	1941.0	s	1941	    	1941		Aerial operations|Great Britain|Royal Air Force|World War, 1939-1945	D786.A8	1219976.0	6025950	1	1.0	1.0			R. A. F.; | the story of a British fighter pilot, | $c: by Keith Ayling.		True	R. A. F.; the story of a British fighter pilot
inu.32000009830920	Morton, H. V. (Henry Vollam)	1892-1979.	1941.0	1941.0	s	1941	    	1941		Social life and customs	DA684.M847 1941	1517012.0	6029195	1	1.0	1.0			H. V. Morton's London; | being The heart of London, | $c: The spell of London and The nights of London; with an introductions, The battle of London...		True	H. V. Morton's London; being The heart of London
inu.30000055100337	Winston, Robert A. (Robert Alexander)	1907-	1941.0	1941.0	s	1941	    	1941		Personal narratives, American|World War, 1939-1945|Russo-Finnish War, 1939-1940	DK459.5.W5	2956166.0	6051400	1	1.0	1.0			Aces wild, | $c: by Robert A. Winston.		True	Aces wild
inu.30000055891687	Cary, Joyce	1888-1957.	1941.0	1941.0	s	1941	    	1941				3736414.0	6059108	1	2.0	2.0			Herself surprised / | $c: Joyce Cary.		True	Herself surprised
inu.32000001173600	Seton, Anya		1941.0	1941.0	s	1941	    	1941		Burr, Aaron|Alston, Theodosia Burr|1756-1836|1783-1813	PZ3.S4945My	243239.0	6060148	1	1.0	1.0			My Theodosia, | $c: by Anya Seton.		True	My Theodosia
inu.39000001687552	Manifold, J. S. (John Streeter)	1915-	1941.0	1941.0	s	1941	    	1941				8563086.0	6060873	1	1.0	1.0			The death of Ned Kelly : | and other ballads / | $c: by John Manifold.		True	The death of Ned Kelly : and other ballads
inu.32000009264948	Bartimeus		1941.0	1941.0	s	1941	    	1941		Great Britain|Royal Navy|World War, 1939-1945	PZ3.R358Ac	3106130.0	6063981	2	2.0	2.0			Action stations! | $c: By Bartimeus [pseud.] with a preface by William McFee.		True	Action stations!
inu.32000011208735	Lapie, Pierre Oliver	1901-	1941.0	1941.0	s	1941	    	1941		France|Légion étrangère|Norway|Armée|Personal narratives, French|Campaigns|World War, 1939-1945	D763.N6L3	1282941.0	6066565	2	2.0	2.0			With the Foreign legion at Narvik, | $c: by Capitaine Pierre O. Lapie. Translated by Anthony Merryn, foreword by Major P. C. Wren.		True	With the Foreign legion at Narvik
inu.32000010040592	Hauge, E		1941.0	1941.0	s	1941	    	1941		Norway|Campaigns|Personal narratives, Norwegian|World War, 1939-1945	D763.N6H35	1259373.0	6066567	1	1.0	1.0			Odds against Norway, | $c: by E. Hauge; translated by V. Firsoff.		True	Odds against Norway
inu.30000093955098			1941.0	1941.0	m	1941	9999	1941				43593432.0	6075131	1	1.0	1.0	v.4	4.0	[University of Florida publications in experimental applied economics.		True	[University of Florida publications in experimental applied economics
uc1.$b559779	Hanson, Earl Parker	b. 1899.	1941.0	1941.0	s	1941	    	1941		Adventure and adventurers		29928163.0	6090281	1	1.0	1.0			Highroad to adventure, | an anthology, | $c: edited by Earl P. Hanson, with introductory notes by the editor.		True	Highroad to adventure, an anthology
uc1.$b601414	Koteliansky, S. S. (Samuel Solomonovitch)	1880-1955.	1941.0	1941.0	s	1941	    	1941		English fiction|Short stories, Russian|Russian fiction|Translations into English|Translations from Russian		9949185.0	6092637	1	1.0	1.0			Russian short stories; | $c: selected by S.S. Koteliansky.		True	Russian short stories;
uc1.$b603065	Simenon, Georges	1903-1989.	1941.0	1941.0	n	1941	    	1941				1965336.0	6093200	1	1.0	1.0			Maigret sits it out / | $c: Georges Simenon ; translated from the French by Margaret Ludwig.		True	Maigret sits it out
uc1.b3116662	Gogarty, Oliver St. John	1878-1957.	1941.0	1941.0	s	1941	    	1941		18th century|History		2590406.0	6103595	1	1.0	1.0			Mad grandeur, | a novel | $c: by Oliver St. John Gogarty.		True	Mad grandeur, a novel
uc1.b3116797	Kapstein, Israel James	1904-	1941.0	1941.0	s	1941	    	1941			PZ3.K14235So	1744053.0	6103661	1	1.0	1.0			Something of a hero ...		True	Something of a hero
uc1.b3116810	White, Ethel Lina		1941.0	1941.0	s	1941	    	1941				30148258.0	6103671	1	1.0	1.0			She faded into air.		True	She faded into air
uc1.b3116860	Weidman, Jerome	1913-1998.	1941.0	1941.0	s	1941	    	1941			PZ3.W4257Il	1495426.0	6103704	1	1.0	1.0			I'll never go there any more.		True	I'll never go there any more
uc1.b3295182	Smith, Robert Paul		1941.0	1941.0	s	1941	    	1941			PZ3.S6578So	8971645.0	6129033	1	1.0	1.0			So it doesn't whistle.		True	So it doesn't whistle
uc1.b3295221	Street, James H. (James Howell)	1903-1954.	1941.0	1941.0	s	1941	    	1941			PZ3.S91557In	1499554.0	6129055	1	1.0	1.0			In my father's house, | $c: by James Street.		True	In my father's house
uc1.b3295269	Williams, Ben Ames	1889-1953.	1941.0	1941.0	s	1941	    	1941		History|Maine|Women|1775-1865		5234956.0	6129090	1	2.0	2.0			The strange woman / | $c: Ben Ames Williams.		True	The strange woman
uc1.b3371506	Kane, Henry B. (Henry Bugbee)	1902-1971.	1941.0	1941.0	s	1941	    	1941		Frogs	QL644.K3	1834000.0	6134181	1	1.0	1.0			The tale of the bullfrog, | $c: by Henry B. Kane.		True	The tale of the bullfrog
uc1.b3371777	Hoogstraal, Harry	1917-1986.	1941.0	1941.0	s	1941	    	1941		Insects|Juvenile literature	QL467.H74	1722775.0	6134387	1	1.0	1.0			Insect and their stories, | $c: by Harry Hoogstraal, with camera studies by Melvin Martinson and drawings by Dr. Carl O Mohr.		True	Insect and their stories
uc1.$b744998	Farson, Negley	1890-1960.	1941.0	1941.0	r	1941	    	1941		London|England|Personal narratives|World War, 1939-1945	D760.8.L7F35 1941a	1451452.0	6145399	1	2.0	1.0	c.2		Bomber's moon, | $c: by Negley Farson, with 48 illustrations by Tom Purvis.		True	Bomber's moon
uc1.b4083090	White, Patrick	1912-1990.	1941.0	1941.0	s	1941	    	1941			PZ3.W58469Li	932426.0	6148066	1	3.0	3.0			The living and the dead | $c: [by] Patrick White.		True	The living and the dead
uc1.b4084823	Innes, Michael	1906-1994.	1941.0	1941.0	s	1941	    	1941				8228358.0	6148832	1	2.0	1.0			Appleby on Ararat / | $c: by Michael Innes.		True	Appleby on Ararat
uc1.b4088394	Rice, Craig	1908-1957.	1941.0	1941.0	s	1941	    	1941				3526191.0	6150070	1	1.0	1.0			The right murder / | $c: by Craig Rice.		True	The right murder
uc1.b4088702	Still, James	1906-2001.	1941.0	1941.0	s	1941	    	1941			PZ3.S3566On	1807181.0	6150268	1	1.0	1.0			On Troublesome creek, | $c: by James Still.		True	On Troublesome creek
uc1.b4094441	Kelly, Judith		1941.0	1941.0	s	1941	    	1941				18078702.0	6152111	1	2.0	2.0			Marriage is a private affair, | $c: by Judith Kelly.		True	Marriage is a private affair
uc1.b4097393	Ferber, Edna	1887-1968.	1941.0	1941.0	 	1941	    	1941	Historical fiction	United States|Married women|History|19th century|History		1279150.0	6152792	1	5.0	5.0			Saratoga trunk.		True	Saratoga trunk
uc1.32106014588799	Cary, Joyce	1888-1957.	1941.0	1941.0	s	1941	    	1941		Married women|England|Mistresses|Man-woman relationships|Women domestics		938938.0	6152972	2	5.0	4.0			Herself surprised, | a novel		True	Herself surprised, a novel
uc1.b4097896	Eddison, Eric Rucker	1882-1945.	1941.0	1941.0	s	1941	    	1941			PR6009.D3F5 1941	1261301.0	6153026	1	1.0	1.0			A fish dinner in Memison, | $c: by E. R. Eddison, with an introduction by James Stephens.		True	A fish dinner in Memison
uc1.b4097921	Farjeon, Eleanor	1881-1965.	1941.0	1941.0	s	1941	    	1941				963405.0	6153038	1	1.0	1.0			Miss Granby's secret, | or, The bastard of Pinsk, | $c: by Eleanor Farjeon.		True	Miss Granby's secret, or, The bastard of Pinsk
uc1.b4098264	Gaggin, Mrs. Eva (Roe)	1879-	1941.0	1941.0	s	1941	    	1941		Pilgrims (New Plymouth Colony)|History|New Plymouth, 1620-1691	PZ9.G118Do	1962206.0	6153229	1	1.0	1.0			Down Ryton water, | $c: by E. R. Gaggin; drawings by Elmer Hader.		True	Down Ryton water
uc1.b4386234	Derleth, August William	1909-1971.	1941.0	1941.0	s	1941	    	1941			PS3507.E69V5 1941	1425368.0	6230775	1	1.0	1.0			Village year; | a Sac Prairie journal / | $c: by August Derleth ; wood engravings by Frank Utpatel ; endpaper map by Hjalmar Skuldt.		True	Village year; a Sac Prairie journal
uc1.b4572841	Riesenberg, Felix	1879-1939.	1941.0	1939.0	s	1941	    	1941			PZ7.B43Fu	2687387.0	6272272	1	1.0	1.0			Full ahead ! | A career story of the American merchant marine, | $c: by Felix Riesenberg, jr.		True	Full ahead ! A career story of the American merchant marine
uc1.b3447302	Fabricius, Johan	1899-1981.	1941.0	1941.0	s	1941	    	1941				14700382.0	6299755	1	1.0	1.0			No return from Bali, | $c: by Johan Fabricius, translated from the Dutch by Fernand G. Renier and Anne Cliff.		True	No return from Bali
uc1.$b236083	Comfort, Alex	1920-2000.	1941.0	1941.0	s	1941	    	1941		World War, 1939-1945	PR6005.O388N6 1941	11348239.0	6493879	1	1.0	1.0			No such liberty / | $c: by Alex Comfort.		True	No such liberty
uc1.$b242707	King, C. Daly	1895-1963.	1941.0	1941.0	s	1941	    	1941				19914087.0	6497631	1	1.0	1.0			Bermuda burial.		True	Bermuda burial
